time,stage,physical_stage,temperature,melted_fraction,mass_mg,mass_mgo,mass_c,radius,oxide_thickness,flame_radius,flame_temperature
0.0053,heating_and_melting,Preheating,329.5702802714,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0054,heating_and_melting,Preheating,330.126581474823,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0055,heating_and_melting,Preheating,330.682821856566,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0056,heating_and_melting,Preheating,331.239001387755,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0057,heating_and_melting,Preheating,331.795120039412,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0058,heating_and_melting,Preheating,332.351177782448,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0059,heating_and_melting,Preheating,332.907174587665,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.006,heating_and_melting,Preheating,333.463110425758,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0061,heating_and_melting,Preheating,334.018985267311,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0062,heating_and_melting,Preheating,334.574799082801,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0063,heating_and_melting,Preheating,335.130551842595,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0064,heating_and_melting,Preheating,335.686243516952,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0065,heating_and_melting,Preheating,336.241874076022,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0066,heating_and_melting,Preheating,336.797443489847,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0067,heating_and_melting,Preheating,337.352951728358,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0068,heating_and_melting,Preheating,337.90839876138,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0069,heating_and_melting,Preheating,338.463784558628,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.007,heating_and_melting,Preheating,339.019109089707,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0071,heating_and_melting,Preheating,339.574372324116,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0072,heating_and_melting,Preheating,340.129574231242,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0073,heating_and_melting,Preheating,340.684714780366,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0074,heating_and_melting,Preheating,341.239793940659,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0075,heating_and_melting,Preheating,341.794811681183,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0076,heating_and_melting,Preheating,342.349767970891,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0077,heating_and_melting,Preheating,342.904662778629,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0078,heating_and_melting,Preheating,343.459496073133,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0079,heating_and_melting,Preheating,344.014267823029,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.008,heating_and_melting,Preheating,344.568977996837,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0081,heating_and_melting,Preheating,345.123626562966,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0082,heating_and_melting,Preheating,345.678213489717,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0083,heating_and_melting,Preheating,346.232738745283,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0084,heating_and_melting,Preheating,346.787202297746,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0085,heating_and_melting,Preheating,347.341604115081,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0086,heating_and_melting,Preheating,347.895944165155,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0087,heating_and_melting,Preheating,348.450222415724,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0088,heating_and_melting,Preheating,349.004438834438,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0089,heating_and_melting,Preheating,349.558593388834,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.009,heating_and_melting,Preheating,350.112686046345,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0091,heating_and_melting,Preheating,350.666716774293,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0092,heating_and_melting,Preheating,351.22068553989,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0093,heating_and_melting,Preheating,351.774592310241,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0094,heating_and_melting,Preheating,352.328437052342,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0095,heating_and_melting,Preheating,352.88221973308,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0096,heating_and_melting,Preheating,353.435940319234,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0097,heating_and_melting,Preheating,353.989598777472,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0098,heating_and_melting,Preheating,354.543195074356,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0099,heating_and_melting,Preheating,355.096729176337,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.01,heating_and_melting,Preheating,355.650201049758,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0101,heating_and_melting,Preheating,356.203610660854,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0102,heating_and_melting,Preheating,356.756957975751,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0103,heating_and_melting,Preheating,357.310242960466,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0104,heating_and_melting,Preheating,357.863465580906,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0105,heating_and_melting,Preheating,358.41662580287,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0106,heating_and_melting,Preheating,358.969723592051,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0107,heating_and_melting,Preheating,359.522758914028,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0108,heating_and_melting,Preheating,360.075731734276,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0109,heating_and_melting,Preheating,360.628642018158,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.011,heating_and_melting,Preheating,361.18148973093,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0111,heating_and_melting,Preheating,361.734274837739,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0112,heating_and_melting,Preheating,362.286997303622,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0113,heating_and_melting,Preheating,362.83965709351,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0114,heating_and_melting,Preheating,363.392254172222,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0115,heating_and_melting,Preheating,363.94478850447,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0116,heating_and_melting,Preheating,364.497260054856,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0117,heating_and_melting,Preheating,365.049668787876,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0118,heating_and_melting,Preheating,365.602014667914,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0119,heating_and_melting,Preheating,366.154297659247,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.012,heating_and_melting,Preheating,366.706517726043,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0121,heating_and_melting,Preheating,367.258674832361,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0122,heating_and_melting,Preheating,367.810768942151,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0123,heating_and_melting,Preheating,368.362800019254,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0124,heating_and_melting,Preheating,368.914768027404,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0125,heating_and_melting,Preheating,369.466672930225,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0126,heating_and_melting,Preheating,370.018514691231,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0127,heating_and_melting,Preheating,370.570293273829,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0128,heating_and_melting,Preheating,371.122008641317,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0129,heating_and_melting,Preheating,371.673660756883,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.013,heating_and_melting,Preheating,372.225249583609,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0131,heating_and_melting,Preheating,372.776775084464,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0132,heating_and_melting,Preheating,373.328237222313,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0133,heating_and_melting,Preheating,373.879635959908,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0134,heating_and_melting,Preheating,374.430971259895,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0135,heating_and_melting,Preheating,374.98224308481,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0136,heating_and_melting,Preheating,375.53345139708,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0137,heating_and_melting,Preheating,376.084596159026,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0138,heating_and_melting,Preheating,376.635677332855,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0139,heating_and_melting,Preheating,377.186694880671,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.014,heating_and_melting,Preheating,377.737648764464,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0141,heating_and_melting,Preheating,378.28853894612,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0142,heating_and_melting,Preheating,378.839365387412,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0143,heating_and_melting,Preheating,379.390128050007,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0144,heating_and_melting,Preheating,379.940826895463,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0145,heating_and_melting,Preheating,380.491461885228,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0146,heating_and_melting,Preheating,381.042032980641,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0147,heating_and_melting,Preheating,381.592540142935,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0148,heating_and_melting,Preheating,382.142983333232,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0149,heating_and_melting,Preheating,382.693362512544,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.015,heating_and_melting,Preheating,383.243677641777,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0151,heating_and_melting,Preheating,383.793928681727,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0152,heating_and_melting,Preheating,384.344115593081,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0153,heating_and_melting,Preheating,384.894238336418,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0154,heating_and_melting,Preheating,385.444296872207,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0155,heating_and_melting,Preheating,385.994291160809,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0156,heating_and_melting,Preheating,386.544221162477,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0157,heating_and_melting,Preheating,387.094086846977,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0158,heating_and_melting,Preheating,387.643888183743,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0159,heating_and_melting,Preheating,388.193625132361,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.016,heating_and_melting,Preheating,388.743297652296,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0161,heating_and_melting,Preheating,389.292905702901,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0162,heating_and_melting,Preheating,389.842449243406,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0163,heating_and_melting,Preheating,390.391928232928,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0164,heating_and_melting,Preheating,390.941342630463,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0165,heating_and_melting,Preheating,391.490692394892,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0166,heating_and_melting,Preheating,392.039977484978,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0167,heating_and_melting,Preheating,392.589197859366,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0168,heating_and_melting,Preheating,393.138353476585,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0169,heating_and_melting,Preheating,393.687444295044,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.017,heating_and_melting,Preheating,394.236470273038,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
